Stress,Region,Station,WY,fWY,nDays,totalDays,propDays
Low,South,MSD,2018,2018,254,362,0.702
Low,South,MSD,2019,2019,280,361,0.776
Low,South,ODM,2011,2011,253,352,0.719
Low,South,ODM,2012,2012,227,354,0.641
Low,South,ODM,2013,2013,231,352,0.656
Low,South,ODM,2014,2014,231,365,0.633
Low,South,ODM,2015,2015,221,361,0.612
Low,South,ODM,2016,2016,222,351,0.632
Low,South,ODM,2017,2017,261,363,0.719
Low,South,ODM,2018,2018,231,337,0.685
Low,South,ODM,2019,2019,230,342,0.673
Low,South,OLD,2010,2010,251,364,0.69
Low,South,OLD,2011,2011,273,363,0.752
Low,South,OLD,2012,2012,225,363,0.62
Low,South,OLD,2013,2013,237,362,0.655
Low,South,OLD,2014,2014,215,365,0.589
Low,South,OLD,2015,2015,223,360,0.619
Low,South,OLD,2016,2016,220,365,0.603
Low,South,OLD,2017,2017,270,363,0.744
Low,South,OLD,2018,2018,250,360,0.694
Low,South,OLD,2019,2019,241,363,0.664
Low,South,SJG,2011,2011,314,363,0.865
Low,South,SJG,2012,2012,242,366,0.661
Low,South,SJG,2013,2013,234,363,0.645
Low,South,SJG,2014,2014,232,365,0.636
Low,South,SJG,2015,2015,201,358,0.561
Low,South,SJG,2016,2016,217,363,0.598
Low,South,SJG,2017,2017,279,363,0.769
Low,South,SJG,2018,2018,243,351,0.692
Low,South,SJG,2019,2019,256,350,0.731
Low,South,SJL,2010,2010,268,365,0.734
Low,South,SJL,2011,2011,340,363,0.937
Low,South,SJL,2012,2012,254,366,0.694
Low,South,SJL,2013,2013,241,361,0.668
Low,South,SJL,2014,2014,213,346,0.616
Low,South,SJL,2015,2015,202,354,0.571
Low,South,SJL,2016,2016,207,349,0.593
Low,South,SJL,2017,2017,331,360,0.919
Low,South,SJL,2018,2018,252,364,0.692
Low,South,SJL,2019,2019,289,356,0.812
Low,South,SJR,2010,2010,276,365,0.756
Low,South,SJR,2011,2011,357,363,0.983
Low,South,SJR,2012,2012,255,366,0.697
Low,South,SJR,2013,2013,236,363,0.65
Low,South,SJR,2014,2014,226,364,0.621
Low,South,SJR,2015,2015,197,363,0.543
Low,South,SJR,2016,2016,219,362,0.605
Low,South,SJR,2017,2017,350,359,0.975
Low,South,SJR,2018,2018,255,365,0.699
Low,South,SJR,2019,2019,322,361,0.892
Low,South,UNI,2010,2010,260,357,0.728
Low,South,UNI,2011,2011,331,356,0.93
Low,South,UNI,2012,2012,245,363,0.675
Low,South,UNI,2013,2013,234,357,0.655
Low,South,UNI,2014,2014,226,365,0.619
Low,South,UNI,2015,2015,208,356,0.584
Low,South,UNI,2016,2016,218,364,0.599
Low,South,UNI,2017,2017,329,363,0.906
Low,South,UNI,2018,2018,252,363,0.694
Low,South,UNI,2019,2019,274,363,0.755
Low,Suisun Bay,CLL,2010,2010,342,365,0.937
Low,Suisun Bay,CLL,2011,2011,305,365,0.836
Low,Suisun Bay,CLL,2012,2012,311,362,0.859
Low,Suisun Bay,CLL,2013,2013,290,357,0.812
Low,Suisun Bay,CLL,2014,2014,256,365,0.701
Low,Suisun Bay,CLL,2015,2015,244,362,0.674
Low,Suisun Bay,CLL,2016,2016,288,366,0.787
Low,Suisun Bay,CLL,2017,2017,274,365,0.751
Low,Suisun Bay,CLL,2018,2018,288,360,0.8
Low,Suisun Bay,CLL,2019,2019,270,358,0.754
Low,Suisun Bay,CSE,2010,2010,328,365,0.899
Low,Suisun Bay,CSE,2011,2011,278,361,0.77
Low,Suisun Bay,CSE,2012,2012,291,365,0.797
Low,Suisun Bay,CSE,2013,2013,297,364,0.816
Low,Suisun Bay,CSE,2014,2014,268,361,0.742
Low,Suisun Bay,CSE,2015,2015,249,363,0.686
Low,Suisun Bay,CSE,2016,2016,290,363,0.799
Low,Suisun Bay,CSE,2017,2017,271,361,0.751
Low,Suisun Bay,CSE,2018,2018,291,362,0.804
Low,Suisun Bay,CSE,2019,2019,263,362,0.727
Low,Suisun Bay,MAL,2010,2010,353,365,0.967
Low,Suisun Bay,MAL,2011,2011,312,365,0.855
Low,Suisun Bay,MAL,2012,2012,332,366,0.907
Low,Suisun Bay,MAL,2013,2013,315,363,0.868
Low,Suisun Bay,MAL,2014,2014,278,364,0.764
Low,Suisun Bay,MAL,2015,2015,256,362,0.707
Low,Suisun Bay,MAL,2016,2016,301,364,0.827
Low,Suisun Bay,MAL,2017,2017,272,362,0.751
Low,Suisun Bay,MAL,2018,2018,294,363,0.81
Low,Suisun Bay,MAL,2019,2019,262,359,0.73
Low,Suisun Bay,MRZ,2010,2010,331,362,0.914
Low,Suisun Bay,MRZ,2011,2011,306,355,0.862
Low,Suisun Bay,MRZ,2012,2012,325,366,0.888
Low,Suisun Bay,MRZ,2013,2013,306,365,0.838
Low,Suisun Bay,MRZ,2014,2014,270,346,0.78
Low,Suisun Bay,MRZ,2015,2015,265,362,0.732
Low,Suisun Bay,MRZ,2016,2016,308,364,0.846
Low,Suisun Bay,MRZ,2017,2017,269,362,0.743
Low,Suisun Bay,MRZ,2018,2018,305,362,0.843
Low,Suisun Bay,MRZ,2019,2019,253,363,0.697
Low,Suisun Bay,MSL,2010,2010,337,365,0.923
Low,Suisun Bay,MSL,2011,2011,306,364,0.841
Low,Suisun Bay,MSL,2012,2012,314,366,0.858
Low,Suisun Bay,MSL,2013,2013,306,365,0.838
Low,Suisun Bay,MSL,2014,2014,257,363,0.708
Low,Suisun Bay,MSL,2015,2015,243,351,0.692
Low,Suisun Bay,MSL,2016,2016,290,364,0.797
Low,Suisun Bay,MSL,2017,2017,270,363,0.744
Low,Suisun Bay,MSL,2018,2018,287,362,0.793
Low,Suisun Bay,MSL,2019,2019,255,357,0.714
Low,Suisun Bay,PCT,2010,2010,344,365,0.942
Low,Suisun Bay,PCT,2011,2011,299,355,0.842
Low,Suisun Bay,PCT,2012,2012,325,363,0.895
Low,Suisun Bay,PCT,2013,2013,305,360,0.847
Low,Suisun Bay,PCT,2014,2014,268,365,0.734
Low,Suisun Bay,PCT,2015,2015,257,363,0.708
Low,Suisun Bay,PCT,2016,2016,310,362,0.856
Low,Suisun Bay,PCT,2017,2017,269,325,0.828
Low,Suisun Bay,PCT,2018,2018,261,320,0.816
Low,Suisun Bay,PCT,2019,2019,244,344,0.709
Low,Suisun Bay,PTS,2010,2010,329,364,0.904
Low,Suisun Bay,PTS,2011,2011,245,325,0.754
Low,Suisun Bay,PTS,2012,2012,310,356,0.871
Low,Suisun Bay,PTS,2013,2013,303,363,0.835
Low,Suisun Bay,PTS,2014,2014,257,365,0.704
Low,Suisun Bay,PTS,2015,2015,241,330,0.73
Low,Suisun Bay,PTS,2016,2016,292,364,0.802
Low,Suisun Bay,PTS,2017,2017,272,365,0.745
Low,Suisun Bay,PTS,2018,2018,292,363,0.804
Low,Suisun Bay,PTS,2019,2019,259,365,0.71
Low,Suisun Marsh,BDL,2010,2010,303,365,0.83
Low,Suisun Marsh,BDL,2011,2011,257,361,0.712
Low,Suisun Marsh,BDL,2012,2012,285,364,0.783
Low,Suisun Marsh,BDL,2013,2013,275,365,0.753
Low,Suisun Marsh,BDL,2014,2014,249,363,0.686
Low,Suisun Marsh,BDL,2015,2015,250,364,0.687
Low,Suisun Marsh,BDL,2016,2016,269,365,0.737
Low,Suisun Marsh,BDL,2017,2017,265,362,0.732
Low,Suisun Marsh,BDL,2018,2018,282,361,0.781
Low,Suisun Marsh,BDL,2019,2019,215,330,0.652
Low,Suisun Marsh,BLL,2010,2010,264,360,0.733
Low,Suisun Marsh,BLL,2011,2011,259,363,0.713
Low,Suisun Marsh,BLL,2012,2012,245,363,0.675
Low,Suisun Marsh,BLL,2013,2013,248,363,0.683
Low,Suisun Marsh,BLL,2014,2014,221,363,0.609
Low,Suisun Marsh,BLL,2015,2015,232,360,0.644
Low,Suisun Marsh,BLL,2016,2016,243,365,0.666
Low,Suisun Marsh,BLL,2017,2017,237,354,0.669
Low,Suisun Marsh,BLL,2018,2018,262,355,0.738
Low,Suisun Marsh,CYG,2011,2011,287,364,0.788
Low,Suisun Marsh,CYG,2012,2012,308,366,0.842
Low,Suisun Marsh,CYG,2013,2013,296,363,0.815
Low,Suisun Marsh,CYG,2014,2014,242,363,0.667
Low,Suisun Marsh,CYG,2015,2015,250,362,0.691
Low,Suisun Marsh,CYG,2016,2016,283,364,0.777
Low,Suisun Marsh,CYG,2017,2017,248,354,0.701
Low,Suisun Marsh,CYG,2018,2018,282,362,0.779
Low,Suisun Marsh,CYG,2019,2019,244,363,0.672
Low,Suisun Marsh,GYS,2010,2010,260,359,0.724
Low,Suisun Marsh,GYS,2011,2011,253,363,0.697
Low,Suisun Marsh,GYS,2012,2012,252,342,0.737
Low,Suisun Marsh,GYS,2013,2013,273,365,0.748
Low,Suisun Marsh,GYS,2014,2014,228,359,0.635
Low,Suisun Marsh,GYS,2015,2015,244,362,0.674
Low,Suisun Marsh,GYS,2016,2016,256,341,0.751
Low,Suisun Marsh,GYS,2017,2017,254,362,0.702
Low,Suisun Marsh,GYS,2018,2018,257,339,0.758
Low,Suisun Marsh,GYS,2019,2019,235,358,0.656
Low,Suisun Marsh,HUN,2011,2011,294,364,0.808
Low,Suisun Marsh,HUN,2012,2012,301,366,0.822
Low,Suisun Marsh,HUN,2013,2013,287,365,0.786
Low,Suisun Marsh,HUN,2014,2014,238,363,0.656
Low,Suisun Marsh,HUN,2015,2015,248,362,0.685
Low,Suisun Marsh,HUN,2016,2016,282,364,0.775
Low,Suisun Marsh,HUN,2017,2017,268,362,0.74
Low,Suisun Marsh,HUN,2018,2018,286,360,0.794
Low,Suisun Marsh,HUN,2019,2019,250,364,0.687
Low,Suisun Marsh,IBS,2010,2010,293,360,0.814
Low,Suisun Marsh,IBS,2011,2011,259,362,0.715
Low,Suisun Marsh,IBS,2012,2012,268,358,0.749
Low,Suisun Marsh,IBS,2013,2013,255,360,0.708
Low,Suisun Marsh,IBS,2014,2014,227,363,0.625
Low,Suisun Marsh,IBS,2015,2015,243,362,0.671
Low,Suisun Marsh,IBS,2016,2016,254,362,0.702
Low,Suisun Marsh,IBS,2017,2017,247,360,0.686
Low,Suisun Marsh,IBS,2018,2018,266,343,0.776
Low,Suisun Marsh,IBS,2019,2019,234,354,0.661
Low,Suisun Marsh,NSL,2010,2010,312,363,0.86
Low,Suisun Marsh,NSL,2011,2011,341,361,0.945
Low,Suisun Marsh,NSL,2012,2012,366,366,1
Low,Suisun Marsh,NSL,2013,2013,288,365,0.789
Low,Suisun Marsh,NSL,2014,2014,244,363,0.672
Low,Suisun Marsh,NSL,2015,2015,241,346,0.697
Low,Suisun Marsh,NSL,2016,2016,229,314,0.729
Low,Suisun Marsh,NSL,2017,2017,270,362,0.746
Low,Suisun Marsh,NSL,2018,2018,282,362,0.779
Low,Suisun Marsh,NSL,2019,2019,254,363,0.7
Low,Suisun Marsh,SNC,2010,2010,269,365,0.737
Low,Suisun Marsh,SNC,2011,2011,257,363,0.708
Low,Suisun Marsh,SNC,2012,2012,252,366,0.689
Low,Suisun Marsh,SNC,2013,2013,236,360,0.656
Low,Suisun Marsh,SNC,2014,2014,211,356,0.593
Low,Suisun Marsh,SNC,2015,2015,230,363,0.634
Low,Suisun Marsh,SNC,2016,2016,238,356,0.669
Low,Suisun Marsh,SNC,2017,2017,245,359,0.682
Low,Suisun Marsh,SNC,2018,2018,258,361,0.715
Low,Suisun Marsh,SNC,2019,2019,237,360,0.658
Low,Suisun Marsh,TEA,2011,2011,246,361,0.681
Low,Suisun Marsh,TEA,2012,2012,260,366,0.71
Low,Suisun Marsh,TEA,2013,2013,238,363,0.656
Low,Suisun Marsh,TEA,2014,2014,216,363,0.595
Low,Suisun Marsh,TEA,2015,2015,221,362,0.61
Low,Suisun Marsh,TEA,2016,2016,226,363,0.623
Low,Suisun Marsh,TEA,2017,2017,239,362,0.66
Low,Suisun Marsh,TEA,2018,2018,252,360,0.7
Low,Suisun Marsh,TEA,2019,2019,238,362,0.657
Low,Suisun Marsh,VOL,2010,2010,245,364,0.673
Low,Suisun Marsh,VOL,2011,2011,262,363,0.722
Low,Suisun Marsh,VOL,2012,2012,273,366,0.746
Low,Suisun Marsh,VOL,2013,2013,257,365,0.704
Low,Suisun Marsh,VOL,2014,2014,232,363,0.639
Low,Suisun Marsh,VOL,2015,2015,243,362,0.671
Low,Suisun Marsh,VOL,2016,2016,269,364,0.739
Low,Suisun Marsh,VOL,2017,2017,255,362,0.704
Low,Suisun Marsh,VOL,2018,2018,279,362,0.771
Low,Suisun Marsh,VOL,2019,2019,245,363,0.675
Med,Central,BAC,2010,2010,111,358,0.31
Med,Central,BAC,2011,2011,104,362,0.287
Med,Central,BAC,2012,2012,85,339,0.251
Med,Central,BAC,2013,2013,127,363,0.35
Med,Central,BAC,2014,2014,111,365,0.304
Med,Central,BAC,2015,2015,109,363,0.3
Med,Central,BAC,2016,2016,125,364,0.343
Med,Central,BAC,2017,2017,57,357,0.16
Med,Central,BAC,2018,2018,98,365,0.268
Med,Central,BAC,2019,2019,71,363,0.196
Med,Central,BET,2010,2010,104,364,0.286
Med,Central,BET,2011,2011,110,363,0.303
Med,Central,BET,2012,2012,107,362,0.296
Med,Central,BET,2013,2013,112,360,0.311
Med,Central,BET,2014,2014,133,365,0.364
Med,Central,BET,2015,2015,126,363,0.347
Med,Central,BET,2016,2016,117,357,0.328
Med,Central,BET,2017,2017,97,357,0.272
Med,Central,BET,2018,2018,125,365,0.342
Med,Central,BET,2019,2019,97,338,0.287
Med,Central,CLC,2010,2010,96,358,0.268
Med,Central,CLC,2011,2011,90,363,0.248
Med,Central,CLC,2012,2012,121,364,0.332
Med,Central,CLC,2013,2013,96,360,0.267
Med,Central,CLC,2014,2014,64,364,0.176
Med,Central,CLC,2015,2015,92,361,0.255
Med,Central,CLC,2016,2016,115,364,0.316
Med,Central,CLC,2017,2017,68,364,0.187
Med,Central,CLC,2018,2018,68,361,0.188
Med,Central,CLC,2019,2019,69,342,0.202
Med,Central,DSJ,2011,2011,107,363,0.295
Med,Central,DSJ,2012,2012,105,355,0.296
Med,Central,DSJ,2013,2013,106,349,0.304
Med,Central,DSJ,2014,2014,138,365,0.378
Med,Central,DSJ,2015,2015,131,359,0.365
Med,Central,DSJ,2016,2016,116,365,0.318
Med,Central,DSJ,2017,2017,94,357,0.263
Med,Central,DSJ,2018,2018,115,363,0.317
Med,Central,DSJ,2019,2019,108,363,0.298
Med,Central,FRP,2010,2010,117,363,0.322
Med,Central,FRP,2011,2011,107,363,0.295
Med,Central,FRP,2012,2012,118,355,0.332
Med,Central,FRP,2013,2013,121,357,0.339
Med,Central,FRP,2014,2014,134,365,0.367
Med,Central,FRP,2015,2015,133,355,0.375
Med,Central,FRP,2016,2016,128,364,0.352
Med,Central,FRP,2017,2017,102,365,0.279
Med,Central,FRP,2018,2018,123,364,0.338
Med,Central,FRP,2019,2019,91,357,0.255
Med,Central,HLL,2010,2010,115,365,0.315
Med,Central,HLL,2011,2011,108,363,0.298
Med,Central,HLL,2012,2012,114,363,0.314
Med,Central,HLL,2013,2013,122,361,0.338
Med,Central,HLL,2014,2014,124,362,0.343
Med,Central,HLL,2015,2015,126,363,0.347
Med,Central,HLL,2016,2016,135,356,0.379
Med,Central,HLL,2017,2017,84,363,0.231
Med,Central,HLL,2018,2018,125,344,0.363
Med,Central,HLL,2019,2019,95,362,0.262
Med,Central,HLT,2010,2010,117,355,0.33
Med,Central,HLT,2011,2011,110,355,0.31
Med,Central,HLT,2012,2012,128,360,0.356
Med,Central,HLT,2013,2013,117,360,0.325
Med,Central,HLT,2014,2014,123,365,0.337
Med,Central,HLT,2015,2015,121,355,0.341
Med,Central,HLT,2016,2016,136,364,0.374
Med,Central,HLT,2017,2017,74,360,0.206
Med,Central,HLT,2018,2018,114,345,0.33
Med,Central,HLT,2019,2019,87,337,0.258
Med,Central,HOL,2010,2010,115,365,0.315
Med,Central,HOL,2011,2011,109,358,0.304
Med,Central,HOL,2012,2012,111,360,0.308
Med,Central,HOL,2013,2013,120,360,0.333
Med,Central,HOL,2014,2014,125,365,0.342
Med,Central,HOL,2015,2015,120,357,0.336
Med,Central,HOL,2016,2016,133,362,0.367
Med,Central,HOL,2017,2017,84,361,0.233
Med,Central,HOL,2018,2018,123,350,0.351
Med,Central,HOL,2019,2019,96,354,0.271
Med,Central,MDM,2011,2011,111,358,0.31
Med,Central,MDM,2012,2012,137,357,0.384
Med,Central,MDM,2013,2013,117,358,0.327
Med,Central,MDM,2014,2014,94,364,0.258
Med,Central,MDM,2015,2015,88,346,0.254
Med,Central,MDM,2016,2016,151,364,0.415
Med,Central,MDM,2017,2017,61,364,0.168
Med,Central,MDM,2018,2018,73,333,0.219
Med,Central,MDM,2019,2019,79,355,0.223
Med,Central,MTB,2010,2010,92,363,0.253
Med,Central,MTB,2011,2011,99,361,0.274
Med,Central,MTB,2012,2012,128,362,0.354
Med,Central,MTB,2013,2013,113,353,0.32
Med,Central,MTB,2014,2014,77,360,0.214
Med,Central,MTB,2015,2015,95,363,0.262
Med,Central,MTB,2016,2016,102,364,0.28
Med,Central,MTB,2017,2017,47,360,0.131
Med,Central,MTB,2018,2018,80,365,0.219
Med,Central,MTB,2019,2019,67,346,0.194
Med,Central,MUP,2011,2011,112,361,0.31
Med,Central,MUP,2012,2012,127,362,0.351
Med,Central,MUP,2013,2013,116,360,0.322
Med,Central,MUP,2014,2014,71,362,0.196
Med,Central,MUP,2015,2015,71,358,0.198
Med,Central,MUP,2016,2016,111,359,0.309
Med,Central,MUP,2017,2017,51,357,0.143
Med,Central,MUP,2018,2018,30,315,0.095
Med,Central,OBI,2010,2010,116,362,0.32
Med,Central,OBI,2011,2011,106,356,0.298
Med,Central,OBI,2012,2012,125,361,0.346
Med,Central,OBI,2013,2013,117,350,0.334
Med,Central,OBI,2014,2014,122,358,0.341
Med,Central,OBI,2015,2015,104,346,0.301
Med,Central,OBI,2016,2016,133,362,0.367
Med,Central,OBI,2017,2017,60,349,0.172
Med,Central,OBI,2018,2018,128,352,0.364
Med,Central,OBI,2019,2019,79,337,0.234
Med,Central,OH4,2011,2011,97,360,0.269
Med,Central,OH4,2012,2012,122,364,0.335
Med,Central,OH4,2013,2013,112,353,0.317
Med,Central,OH4,2014,2014,73,361,0.202
Med,Central,OH4,2015,2015,63,355,0.177
Med,Central,OH4,2016,2016,114,363,0.314
Med,Central,OH4,2017,2017,37,363,0.102
Med,Central,OH4,2018,2018,83,357,0.232
Med,Central,OH4,2019,2019,58,344,0.169
Med,Central,ORI,2012,2012,124,362,0.343
Med,Central,ORI,2013,2013,96,360,0.267
Med,Central,ORI,2014,2014,74,358,0.207
Med,Central,ORI,2015,2015,85,352,0.241
Med,Central,ORI,2016,2016,111,361,0.307
Med,Central,ORI,2017,2017,48,347,0.138
Med,Central,ORI,2018,2018,73,356,0.205
Med,Central,ORI,2019,2019,61,343,0.178
Med,Central,ORQ,2010,2010,106,360,0.294
Med,Central,ORQ,2011,2011,110,362,0.304
Med,Central,ORQ,2012,2012,103,357,0.289
Med,Central,ORQ,2013,2013,116,360,0.322
Med,Central,ORQ,2014,2014,129,361,0.357
Med,Central,ORQ,2015,2015,135,357,0.378
Med,Central,ORQ,2016,2016,125,360,0.347
Med,Central,ORQ,2017,2017,92,363,0.253
Med,Central,ORQ,2018,2018,111,356,0.312
Med,Central,ORQ,2019,2019,98,350,0.28
Med,Central,RRI,2010,2010,53,360,0.147
Med,Central,RRI,2011,2011,117,362,0.323
Med,Central,RRI,2012,2012,71,365,0.195
Med,Central,RRI,2013,2013,65,360,0.181
Med,Central,RRI,2014,2014,40,365,0.11
Med,Central,RRI,2015,2015,85,361,0.235
Med,Central,RRI,2016,2016,80,360,0.222
Med,Central,RRI,2017,2017,100,360,0.278
Med,Central,RRI,2018,2018,41,360,0.114
Med,Central,RRI,2019,2019,86,360,0.239
Med,Central,TRN,2010,2010,108,330,0.327
Med,Central,TRN,2011,2011,115,363,0.317
Med,Central,TRN,2012,2012,121,358,0.338
Med,Central,TRN,2013,2013,118,362,0.326
Med,Central,TRN,2014,2014,86,365,0.236
Med,Central,TRN,2015,2015,88,360,0.244
Med,Central,TRN,2016,2016,98,343,0.286
Med,Central,TRN,2017,2017,102,348,0.293
Med,Central,TRN,2018,2018,71,339,0.209
Med,Central,TRN,2019,2019,68,316,0.215
Med,Central,VCU,2010,2010,102,360,0.283
Med,Central,VCU,2011,2011,117,347,0.337
Med,Central,VCU,2012,2012,124,364,0.341
Med,Central,VCU,2013,2013,106,359,0.295
Med,Central,VCU,2014,2014,68,357,0.19
Med,Central,VCU,2015,2015,91,360,0.253
Med,Central,VCU,2016,2016,107,355,0.301
Med,Central,VCU,2017,2017,41,354,0.116
Med,Central,VCU,2018,2018,58,342,0.17
Med,Central,VCU,2019,2019,67,355,0.189
Med,Central,VIC,2010,2010,102,360,0.283
Med,Central,VIC,2011,2011,114,363,0.314
Med,Central,VIC,2012,2012,129,361,0.357
Med,Central,VIC,2013,2013,113,359,0.315
Med,Central,VIC,2014,2014,70,365,0.192
Med,Central,VIC,2015,2015,70,363,0.193
Med,Central,VIC,2016,2016,111,364,0.305
Med,Central,VIC,2017,2017,45,363,0.124
Med,Central,VIC,2018,2018,70,362,0.193
Med,Central,VIC,2019,2019,63,362,0.174
Med,Confluence,ANC,2010,2010,55,350,0.157
Med,Confluence,ANC,2011,2011,98,363,0.27
Med,Confluence,ANC,2012,2012,75,364,0.206
Med,Confluence,ANC,2013,2013,77,349,0.221
Med,Confluence,ANC,2014,2014,122,363,0.336
Med,Confluence,ANC,2015,2015,122,357,0.342
Med,Confluence,ANC,2016,2016,88,365,0.241
Med,Confluence,ANC,2017,2017,95,359,0.265
Med,Confluence,ANH,2010,2010,54,363,0.149
Med,Confluence,ANH,2011,2011,99,363,0.273
Med,Confluence,ANH,2012,2012,77,366,0.21
Med,Confluence,ANH,2013,2013,73,365,0.2
Med,Confluence,ANH,2014,2014,113,358,0.316
Med,Confluence,ANH,2015,2015,121,362,0.334
Med,Confluence,ANH,2016,2016,87,363,0.24
Med,Confluence,ANH,2017,2017,96,360,0.267
Med,Confluence,ANH,2018,2018,78,362,0.215
Med,Confluence,ANH,2019,2019,114,362,0.315
Med,Confluence,BLP,2011,2011,101,353,0.286
Med,Confluence,BLP,2012,2012,115,364,0.316
Med,Confluence,BLP,2013,2013,91,339,0.268
Med,Confluence,BLP,2014,2014,123,363,0.339
Med,Confluence,BLP,2015,2015,114,338,0.337
Med,Confluence,BLP,2016,2016,94,355,0.265
Med,Confluence,BLP,2017,2017,93,355,0.262
Med,Confluence,BLP,2018,2018,88,363,0.242
Med,Confluence,BLP,2019,2019,112,365,0.307
Med,Confluence,EMM,2010,2010,48,358,0.134
Med,Confluence,EMM,2011,2011,78,360,0.217
Med,Confluence,EMM,2012,2012,81,352,0.23
Med,Confluence,EMM,2013,2013,100,363,0.275
Med,Confluence,EMM,2014,2014,126,365,0.345
Med,Confluence,EMM,2015,2015,124,363,0.342
Med,Confluence,EMM,2016,2016,97,364,0.266
Med,Confluence,EMM,2017,2017,88,362,0.243
Med,Confluence,EMM,2018,2018,90,358,0.251
Med,Confluence,EMM,2019,2019,91,365,0.249
Med,Confluence,FAL,2010,2010,65,356,0.183
Med,Confluence,FAL,2011,2011,103,362,0.285
Med,Confluence,FAL,2012,2012,87,363,0.24
Med,Confluence,FAL,2013,2013,89,359,0.248
Med,Confluence,FAL,2014,2014,113,349,0.324
Med,Confluence,FAL,2015,2015,125,361,0.346
Med,Confluence,FAL,2016,2016,112,361,0.31
Med,Confluence,FAL,2017,2017,95,365,0.26
Med,Confluence,FAL,2018,2018,85,343,0.248
Med,Confluence,FAL,2019,2019,109,349,0.312
Med,Confluence,JER,2010,2010,59,361,0.163
Med,Confluence,JER,2011,2011,102,362,0.282
Med,Confluence,JER,2012,2012,87,361,0.241
Med,Confluence,JER,2013,2013,98,365,0.268
Med,Confluence,JER,2014,2014,130,365,0.356
Med,Confluence,JER,2015,2015,127,363,0.35
Med,Confluence,JER,2016,2016,105,364,0.288
Med,Confluence,JER,2017,2017,95,365,0.26
Med,Confluence,JER,2018,2018,99,362,0.273
Med,Confluence,JER,2019,2019,110,363,0.303
Med,Confluence,LPS,2011,2011,91,363,0.251
Med,Confluence,LPS,2012,2012,101,365,0.277
Med,Confluence,LPS,2013,2013,109,363,0.3
Med,Confluence,LPS,2014,2014,116,365,0.318
Med,Confluence,LPS,2015,2015,118,362,0.326
Med,Confluence,LPS,2016,2016,127,362,0.351
Med,Confluence,LPS,2017,2017,91,357,0.255
Med,Confluence,LPS,2018,2018,107,359,0.298
Med,Confluence,LPS,2019,2019,79,353,0.224
Med,Confluence,MOK,2010,2010,81,365,0.222
Med,Confluence,MOK,2011,2011,79,365,0.216
Med,Confluence,MOK,2012,2012,91,364,0.25
Med,Confluence,MOK,2013,2013,107,347,0.308
Med,Confluence,MOK,2014,2014,116,356,0.326
Med,Confluence,MOK,2016,2016,111,350,0.317
Med,Confluence,MOK,2017,2017,93,363,0.256
Med,Confluence,MOK,2018,2018,104,344,0.302
Med,Confluence,MOK,2019,2019,87,341,0.255
Med,Confluence,OSJ,2010,2010,100,363,0.275
Med,Confluence,OSJ,2011,2011,108,363,0.298
Med,Confluence,OSJ,2012,2012,101,366,0.276
Med,Confluence,OSJ,2014,2014,131,362,0.362
Med,Confluence,OSJ,2015,2015,124,349,0.355
Med,Confluence,OSJ,2016,2016,127,361,0.352
Med,Confluence,OSJ,2017,2017,100,362,0.276
Med,Confluence,OSJ,2018,2018,103,349,0.295
Med,Confluence,OSJ,2019,2019,90,334,0.269
Med,Confluence,PPT,2010,2010,107,363,0.295
Med,Confluence,PPT,2011,2011,109,363,0.3
Med,Confluence,PPT,2012,2012,116,363,0.32
Med,Confluence,PPT,2013,2013,117,362,0.323
Med,Confluence,PPT,2014,2014,123,365,0.337
Med,Confluence,PPT,2015,2015,128,360,0.356
Med,Confluence,PPT,2016,2016,132,362,0.365
Med,Confluence,PPT,2017,2017,83,361,0.23
Med,Confluence,PPT,2018,2018,117,362,0.323
Med,Confluence,PPT,2019,2019,97,361,0.269
Med,Confluence,PRI,2010,2010,100,361,0.277
Med,Confluence,PRI,2011,2011,106,363,0.292
Med,Confluence,PRI,2012,2012,103,366,0.281
Med,Confluence,PRI,2013,2013,113,359,0.315
Med,Confluence,PRI,2014,2014,123,324,0.38
Med,Confluence,PRI,2015,2015,124,352,0.352
Med,Confluence,PRI,2016,2016,131,349,0.375
Med,Confluence,PRI,2017,2017,80,351,0.228
Med,Confluence,PRI,2018,2018,105,352,0.298
Med,Confluence,PRI,2019,2019,89,351,0.254
Med,Confluence,RIV,2010,2010,49,364,0.135
Med,Confluence,RIV,2011,2011,58,363,0.16
Med,Confluence,RIV,2012,2012,72,329,0.219
Med,Confluence,RIV,2013,2013,111,363,0.306
Med,Confluence,RIV,2014,2014,131,364,0.36
Med,Confluence,RIV,2015,2015,127,357,0.356
Med,Confluence,RIV,2016,2016,99,366,0.27
Med,Confluence,RIV,2017,2017,89,361,0.247
Med,Confluence,RIV,2018,2018,92,364,0.253
Med,Confluence,RIV,2019,2019,80,364,0.22
Med,Confluence,RVB,2010,2010,56,363,0.154
Med,Confluence,RVB,2011,2011,64,364,0.176
Med,Confluence,RVB,2012,2012,69,366,0.189
Med,Confluence,RVB,2013,2013,103,363,0.284
Med,Confluence,RVB,2014,2014,133,365,0.364
Med,Confluence,RVB,2015,2015,128,362,0.354
Med,Confluence,RVB,2016,2016,96,364,0.264
Med,Confluence,RVB,2017,2017,85,360,0.236
Med,Confluence,RVB,2018,2018,94,362,0.26
Med,Confluence,RVB,2019,2019,81,363,0.223
Med,Confluence,SAL,2010,2010,85,365,0.233
